epoch,loss,lr,time,auc,eer,precision,recall,f1
1,0.021544802485608517,3.4500000000000004e-06,1138.8619344234467,0.49900194118874497,0.5001662234042553,0.5151515151515151,0.0678191489361702,0.11985898942420682
