epoch,batch,loss,lr,time
1,61,0.0001623855932848528,3.287234042553192e-06,0.08604168891906738
1,62,0.00013482195208780468,3.296808510638298e-06,0.11761665344238281
1,63,0.00032424117671325803,3.296808510638298e-06,0.28529882431030273
1,64,0.0003071267856284976,3.3063829787234044e-06,0.34690070152282715
1,65,0.0003550468827597797,3.3063829787234044e-06,0.3084728717803955
1,66,0.0001291486551053822,3.315957446808511e-06,0.11147260665893555
1,67,0.0001103011381928809,3.315957446808511e-06,0.20027852058410645
1,68,0.00010220373951597139,3.3255319148936178e-06,0.20476675033569336
1,69,0.0002905550063587725,3.3255319148936178e-06,0.08626103401184082
1,70,0.00013247132301330566,3.3351063829787242e-06,0.1987135410308838
1,71,0.00011220767919439822,3.3351063829787242e-06,0.08471298217773438
1,72,0.00010397611185908318,3.3446808510638303e-06,0.2010505199432373
1,73,0.00010402443876955658,3.3446808510638303e-06,0.16747164726257324
1,74,0.0002546859032008797,3.354255319148937e-06,0.09493207931518555
1,75,0.0002321412175660953,3.354255319148937e-06,0.08575558662414551
1,76,0.00022286918829195201,3.3638297872340437e-06,0.12812399864196777
1,77,8.87414425960742e-05,3.3638297872340437e-06,0.16106534004211426
1,78,0.0002595995320007205,3.37340425531915e-06,0.09617400169372559
1,79,8.977433753898367e-05,3.37340425531915e-06,0.17055130004882812
1,80,9.19565063668415e-05,3.3829787234042563e-06,0.09701728820800781
1,81,8.910107135307044e-05,3.3829787234042563e-06,0.09079456329345703
1,82,8.754544251132756e-05,3.3925531914893623e-06,0.33220434188842773
1,83,0.0001988705771509558,3.3925531914893623e-06,0.08689570426940918
1,84,0.00026639975840225816,3.402127659574469e-06,0.17316102981567383
1,85,8.961190178524703e-05,3.402127659574469e-06,0.08658838272094727
1,86,9.122373012360185e-05,3.411702127659575e-06,0.1963212490081787
1,87,8.222485485021025e-05,3.411702127659575e-06,0.189805269241333
1,88,7.90133053669706e-05,3.4212765957446814e-06,0.10033679008483887
1,89,0.00023289330420084298,3.4212765957446814e-06,0.08700418472290039
1,90,0.00020091995247639716,3.430851063829788e-06,0.12801122665405273
1,91,0.00020153426157776266,3.430851063829788e-06,0.09122920036315918
1,92,7.918047776911408e-05,3.440425531914894e-06,0.0943763256072998
1,93,0.00021891405049245805,3.440425531914894e-06,0.12839579582214355
1,94,0.0001877799950307235,3.4500000000000004e-06,0.2552914619445801
