epoch,loss_train,lr,time_train,auc_train,eer_train,precision_train,recall_train,f1_train,loss_val,auc_val,eer_val,acc,precision_val,recall_val,f1_val,apcer,bpcer,acer,time_val
1,0.021544802485608517,3.4500000000000004e-06,1138.8619344234467,0.49900194118874497,0.5001662234042553,0.5151515151515151,0.0678191489361702,0.11985898942420682,8.81805426615756e-05,0.5036419403152207,0.49603174603174605,0.5,0.0,0.0,0.0,1.0,0.0,0.5,11.640917301177979
