epoch,batch,loss,lr,time
1,1,0.7090821266174316,0.0005,0.9611475467681885
1,2,0.7085235118865967,0.0005,0.4725613594055176
1,3,0.6950846314430237,0.0005,0.4827709197998047
1,4,0.6960299015045166,0.0005,0.4738924503326416
1,5,0.6998240947723389,0.0005,0.48430633544921875
1,6,0.7054744362831116,0.0005,0.47492098808288574
1,7,0.6973473429679871,0.0005,0.48439908027648926
1,8,0.6897428631782532,0.0005,0.4899938106536865
1,9,0.6935611367225647,0.0005,0.4815397262573242
1,10,0.6909961700439453,0.0005,0.477750301361084
1,11,0.6828286051750183,0.0005,0.46625709533691406
1,12,0.6931890249252319,0.0005,0.4744229316711426
1,13,0.6830552220344543,0.0005,0.48865532875061035
1,14,0.6814795732498169,0.0005,0.4672541618347168
1,15,0.6783933639526367,0.0005,0.4698159694671631
1,16,0.6845481991767883,0.0005,0.4816162586212158
1,17,0.6787521839141846,0.0005,0.47098469734191895
1,18,0.6784226894378662,0.0005,0.5332348346710205
1,19,0.6796823740005493,0.0005,0.4749424457550049
1,20,0.672472357749939,0.0005,0.4726235866546631
1,21,0.6701513528823853,0.0005,0.4676833152770996
1,22,0.6716112494468689,0.0005,0.4646162986755371
1,23,0.6699721813201904,0.0005,0.4673633575439453
1,24,0.6724848747253418,0.0005,0.46785831451416016
1,25,0.6759263277053833,0.0005,0.46970057487487793
1,26,0.6595190167427063,0.0005,0.4670286178588867
1,27,0.659358024597168,0.0005,0.4855637550354004
1,28,0.6660856604576111,0.0005,0.47606515884399414
1,29,0.6688838005065918,0.0005,0.46494483947753906
1,30,0.6572774648666382,0.0005,0.46362948417663574
1,31,0.6524795293807983,0.0005,0.4634246826171875
1,32,0.6499468684196472,0.0005,0.47774720191955566
1,33,0.6602964997291565,0.0005,0.4726600646972656
1,34,0.6695156097412109,0.0005,0.46546363830566406
1,35,0.6469669938087463,0.0005,0.474048376083374
1,36,0.6479713320732117,0.0005,0.4707205295562744
1,37,0.6564371585845947,0.0005,0.47069740295410156
1,38,0.6543340682983398,0.0005,0.4699420928955078
1,39,0.6457362771034241,0.0005,0.4650149345397949
1,40,0.6376884579658508,0.0005,0.4767167568206787
1,41,0.6464167237281799,0.0005,0.4752011299133301
1,42,0.645878791809082,0.0005,0.4643542766571045
1,43,0.6339192390441895,0.0005,0.468764066696167
1,44,0.6392886638641357,0.0005,0.4749462604522705
1,45,0.6453821659088135,0.0005,0.47846078872680664
1,46,0.6285150051116943,0.0005,0.4633810520172119
1,47,0.6392180919647217,0.0005,0.4641153812408447
1,48,0.6351482272148132,0.0005,0.470383882522583
1,49,0.6286477446556091,0.0005,0.46070313453674316
1,50,0.6313856244087219,0.0005,0.47113919258117676
1,51,0.6391552686691284,0.0005,0.4795808792114258
1,52,0.6315162777900696,0.0005,0.4699535369873047
1,53,0.6243804693222046,0.0005,0.4845871925354004
1,54,0.6249426007270813,0.0005,0.46645522117614746
1,55,0.6186054348945618,0.0005,0.47472190856933594
1,56,0.6254549622535706,0.0005,0.47405052185058594
1,57,0.6203458309173584,0.0005,0.462984561920166
1,58,0.6269698143005371,0.0005,0.4689748287200928
1,59,0.6356367468833923,0.0005,0.4698500633239746
1,60,0.6187611222267151,0.0005,0.47237372398376465
1,61,0.615925669670105,0.0005,0.47165751457214355
1,62,0.616102933883667,0.0005,0.4718155860900879
1,63,0.6145015358924866,0.0005,0.4644432067871094
1,64,0.6090631484985352,0.0005,0.4681217670440674
1,65,0.6104037761688232,0.0005,0.4695103168487549
1,66,0.6065494418144226,0.0005,0.4730112552642822
1,67,0.6116039752960205,0.0005,0.47150421142578125
1,68,0.6085946559906006,0.0005,0.4686307907104492
1,69,0.6037855744361877,0.0005,0.4733912944793701
1,70,0.5920897722244263,0.0005,0.4672985076904297
1,71,0.600973904132843,0.0005,0.4700777530670166
1,72,0.5860617160797119,0.0005,0.5016591548919678
1,73,0.5913907885551453,0.0005,0.6521651744842529
1,74,0.6000525951385498,0.0005,0.46425461769104004
1,75,0.5882704854011536,0.0005,0.4840371608734131
1,76,0.5865150094032288,0.0005,0.4784882068634033
1,77,0.5779700875282288,0.0005,0.476391077041626
1,78,0.5831688642501831,0.0005,0.4695699214935303
1,79,0.5740428566932678,0.0005,0.46605849266052246
1,80,0.5776521563529968,0.0005,0.4723386764526367
1,81,0.576898992061615,0.0005,0.45945215225219727
1,82,0.5669768452644348,0.0005,0.46636009216308594
1,83,0.5828485488891602,0.0005,0.4696929454803467
1,84,0.572392463684082,0.0005,0.4673006534576416
1,85,0.5588995814323425,0.0005,0.6349942684173584
1,86,0.5547600388526917,0.0005,0.4770393371582031
1,87,0.5794098973274231,0.0005,0.4667062759399414
1,88,0.5590787529945374,0.0005,0.46326541900634766
