epoch,batch,loss,lr,time
1,1,0.7124398350715637,0.0005,0.989840030670166
1,2,0.699873149394989,0.0005,0.4781463146209717
1,3,0.6955086588859558,0.0005,0.46718645095825195
1,4,0.6959799528121948,0.0005,0.4741849899291992
1,5,0.700298547744751,0.0005,0.4764366149902344
1,6,0.7063602209091187,0.0005,0.4759335517883301
1,7,0.697924017906189,0.0005,0.46532630920410156
1,8,0.6908610463142395,0.0005,0.46670007705688477
1,9,0.6904807090759277,0.0005,0.4734337329864502
1,10,0.6831470131874084,0.0005,0.46419763565063477
1,11,0.6900218725204468,0.0005,0.46189260482788086
1,12,0.6896960735321045,0.0005,0.4636197090148926
1,13,0.6822006106376648,0.0005,0.46485209465026855
1,14,0.6797182559967041,0.0005,0.4689171314239502
1,15,0.6797592639923096,0.0005,0.46120285987854004
1,16,0.6834962964057922,0.0005,0.46697568893432617
1,17,0.6778424978256226,0.0005,0.47162294387817383
1,18,0.6775310635566711,0.0005,0.46411800384521484
1,19,0.6735424399375916,0.0005,0.47251057624816895
1,20,0.6789736151695251,0.0005,0.4669516086578369
1,21,0.6688492298126221,0.0005,0.64559006690979
1,22,0.6723531484603882,0.0005,0.4827580451965332
1,23,0.6622198820114136,0.0005,0.4915943145751953
1,24,0.672150194644928,0.0005,0.48267292976379395
1,25,0.6637390851974487,0.0005,0.48270487785339355
1,26,0.6667248606681824,0.0005,0.4796905517578125
1,27,0.6575925350189209,0.0005,0.48177480697631836
1,28,0.6733447909355164,0.0005,0.4904472827911377
1,29,0.662272572517395,0.0005,0.4808461666107178
1,30,0.6528480052947998,0.0005,0.4745626449584961
1,31,0.6590472459793091,0.0005,0.48247861862182617
1,32,0.653424859046936,0.0005,0.6387722492218018
1,33,0.653407633304596,0.0005,0.48482251167297363
1,34,0.6488498449325562,0.0005,0.4753990173339844
1,35,0.6573078632354736,0.0005,0.48667097091674805
1,36,0.6446816325187683,0.0005,0.47010016441345215
1,37,0.6576746106147766,0.0005,0.47452878952026367
1,38,0.6500471830368042,0.0005,0.4668302536010742
1,39,0.645990252494812,0.0005,0.46752119064331055
1,40,0.6503206491470337,0.0005,0.47258639335632324
1,41,0.6478107571601868,0.0005,0.46566033363342285
1,42,0.6439477801322937,0.0005,0.4673457145690918
1,43,0.64011549949646,0.0005,0.4647514820098877
1,44,0.6403568983078003,0.0005,0.46788763999938965
1,45,0.6401758790016174,0.0005,0.4631810188293457
1,46,0.6349092721939087,0.0005,0.4719269275665283
1,47,0.6322923898696899,0.0005,0.46137380599975586
1,48,0.6400190591812134,0.0005,0.4700746536254883
1,49,0.6492958664894104,0.0005,0.470473051071167
1,50,0.6276352405548096,0.0005,0.4769589900970459
1,51,0.6259769797325134,0.0005,0.4615592956542969
1,52,0.6233066916465759,0.0005,0.47072291374206543
1,53,0.6206926107406616,0.0005,0.46273040771484375
1,54,0.617160975933075,0.0005,0.4749314785003662
1,55,0.6194107532501221,0.0005,0.4663567543029785
1,56,0.6140821576118469,0.0005,0.46802330017089844
1,57,0.6181191205978394,0.0005,0.46825170516967773
1,58,0.6168088316917419,0.0005,0.46807360649108887
1,59,0.6180552840232849,0.0005,0.59226393699646
1,60,0.6204214692115784,0.0005,0.47606778144836426
1,61,0.6131950616836548,0.0005,0.4696674346923828
1,62,0.6098313927650452,0.0005,0.46381378173828125
1,63,0.601726233959198,0.0005,0.47019052505493164
1,64,0.6216791272163391,0.0005,0.481752872467041
1,65,0.5955447554588318,0.0005,0.46422505378723145
1,66,0.6001173257827759,0.0005,0.471325159072876
1,67,0.6041929721832275,0.0005,0.4725973606109619
1,68,0.5988309979438782,0.0005,0.4712238311767578
1,69,0.5999231934547424,0.0005,0.47379183769226074
1,70,0.5958216190338135,0.0005,0.4744534492492676
1,71,0.5990390777587891,0.0005,0.4722170829772949
1,72,0.5937252044677734,0.0005,0.4650838375091553
1,73,0.5999415516853333,0.0005,0.6408448219299316
1,74,0.5932914018630981,0.0005,0.4653208255767822
1,75,0.5920372009277344,0.0005,0.4667229652404785
1,76,0.5746697783470154,0.0005,0.47159862518310547
1,77,0.5797860622406006,0.0005,0.47885751724243164
1,78,0.5737516283988953,0.0005,0.4687497615814209
1,79,0.5686597228050232,0.0005,0.46628880500793457
1,80,0.5821561217308044,0.0005,0.4814743995666504
1,81,0.5891652703285217,0.0005,0.4733083248138428
1,82,0.5714565515518188,0.0005,0.4750959873199463
1,83,0.5747437477111816,0.0005,0.46219348907470703
1,84,0.5733101963996887,0.0005,0.4723644256591797
1,85,0.5608235001564026,0.0005,0.47627687454223633
1,86,0.5546864867210388,0.0005,0.47290992736816406
1,87,0.5428512692451477,0.0005,0.621422290802002
1,88,0.5575025081634521,0.0005,0.4737434387207031
1,89,0.5642828345298767,0.0005,0.4625537395477295
1,90,0.5533878803253174,0.0005,0.4716987609863281
