epoch,loss,lr,time
1,0.4669993949472589,0.0005,129.13121056556702
2,0.06044069045376052,0.0005,130.25795578956604
3,0.024272799191296733,0.0005,133.7076494693756
4,0.015802893388484205,0.0005,139.47831845283508
