epoch,loss_train,lr,time_train,auc_train,eer_train,precision_train,recall_train,f1_train,loss_val,auc_val,eer_val,acc,precision_val,recall_val,f1_val,apcer,bpcer,acer,time_val
1,0.7613863856234449,5.750000000000001e-05,1124.89311170578,0.5034313970369795,0.49468085106382975,0.5060200668896321,0.5029920212765957,0.5045015005001667,0.6931357731421789,0.5113028750594888,0.4841269841269841,0.49074074074074076,0.36538461538461536,0.02513227513227513,0.04702970297029703,0.9748677248677249,0.04365079365079365,0.5092592592592593,11.853793144226074
