epoch,loss,lr,time,auc,eer,precision,recall,f1
1,0.7613863856234449,5.750000000000001e-05,1124.89311170578,0.5034313970369795,0.49468085106382975,0.5060200668896321,0.5029920212765957,0.5045015005001667
