timestamp,epoch,train_loss,val_loss,val_auc,val_eer,additional_info
2025-05-17 07:59:36,1,0.4782,1.3665,0.5523,0.4658,"| LMA: auc: 0.3924, eer: 0.5873 | LMA_UBO: auc: 0.5910, eer: 0.4171 | MIPGAN_I: auc: 0.5451, eer: 0.4710 | MIPGAN_II: auc: 0.4753, eer: 0.5093 | MorDiff: auc: 0.7514, eer: 0.3146 | StyleGAN: auc: 0.4445, eer: 0.5346 | LMA_MIPGAN_I: auc: 0.4719, eer: 0.5180 | mean: auc: 0.5245, eer: 0.4788 |"
2025-05-17 08:05:31,2,0.0613,2.6680,0.4591,0.5364,"| LMA: auc: 0.2717, eer: 0.6648 | LMA_UBO: auc: 0.5942, eer: 0.4223 | MIPGAN_I: auc: 0.5959, eer: 0.4295 | MIPGAN_II: auc: 0.4951, eer: 0.4831 | MorDiff: auc: 0.7400, eer: 0.3295 | StyleGAN: auc: 0.4104, eer: 0.5608 | LMA_MIPGAN_I: auc: 0.4346, eer: 0.5483 | mean: auc: 0.5060, eer: 0.4912 |"
2025-05-17 08:11:20,3,0.0240,2.9426,0.4179,0.5779,"| LMA: auc: 0.2083, eer: 0.7190 | LMA_UBO: auc: 0.5367, eer: 0.4762 | MIPGAN_I: auc: 0.5946, eer: 0.4239 | MIPGAN_II: auc: 0.4903, eer: 0.4892 | MorDiff: auc: 0.6656, eer: 0.3854 | StyleGAN: auc: 0.4113, eer: 0.5648 | LMA_MIPGAN_I: auc: 0.4021, eer: 0.5793 | mean: auc: 0.4727, eer: 0.5197 |"
2025-05-17 08:17:17,4,0.0147,3.6067,0.4649,0.5398,"| LMA: auc: 0.2698, eer: 0.6736 | LMA_UBO: auc: 0.5554, eer: 0.4642 | MIPGAN_I: auc: 0.5534, eer: 0.4585 | MIPGAN_II: auc: 0.4533, eer: 0.5334 | MorDiff: auc: 0.4621, eer: 0.5346 | StyleGAN: auc: 0.3595, eer: 0.6023 | LMA_MIPGAN_I: auc: 0.4135, eer: 0.5640 | mean: auc: 0.4382, eer: 0.5472 |"
